source_channel,source_index,video_title,primary_pattern_grammar,secondary_pattern_grammars,url,duration_hms,fit_status,score,reason
Ali Abdaal,517,What's in my Camera Bag - My YouTube  + photography travel gear,Creator Business Playbook,Day-in-the-Life / Identity Vlog; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=Ms4xcowxG9g,5:40,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Ali Abdaal,518,Monthly Favourites #7 - Ali Abdaal,Day-in-the-Life / Identity Vlog,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=bobphaq2dYA,12:51,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,519,Recommended Tech for Students 🎧📱,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=9VXC9fWQ_aI,10:02,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,520,Littman Cardiology IV - Stethoscope Review,Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=scy3I-i7H-M,5:16,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,521,Apple Watch Series 4 Review,Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=IoA0q9fUpYI,9:44,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,522,How to study for exams - The Retrospective Revision Timetable,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=b7o09a7t4RA,13:43,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,523,iPad Pro Smart Keyboard Folio Review - My favourite typing experience of all time,Skill Masterclass / Deep Tutorial,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=OLK52vT1YOA,8:08,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Skill Masterclass / Deep Tutorial.
Ali Abdaal,524,3 Books that Changed my Life,Book Lessons / Reading Canon,Reflective Life Essay,https://www.youtube.com/watch?v=hv1gOEY3cs4,14:40,no_heygen_fit,4,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,525,THE BEST EARPHONES - Apple AirPods Review,Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=YUBm9fS54SU,11:55,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,526,How to Study for Exams with Google Sheets,Study / Exam Success Playbook,Interview / Conversation,https://www.youtube.com/watch?v=iIyDJK_SAjs,13:01,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,527,My Favourite iPad Pro Apps,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=l2DeCc0GkBg,8:49,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,528,Doctors sing How to Save a Life - Acoustic cover,Performance / Music Archive,Study / Exam Success Playbook,https://www.youtube.com/watch?v=mWOE1zjr1S4,3:11,partial_heygen_fit,5,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Performance / Music Archive.
Ali Abdaal,529,Study Tips - How to learn new content,Creator Business Playbook,Study / Exam Success Playbook,https://www.youtube.com/watch?v=fBXnxlLR0PY,12:24,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Creator Business Playbook.
Ali Abdaal,530,"Desk Setup Upgrade - 35"" UltraWide Monitor | Life as a Junior Doctor",Personal Operating System / Productivity Framework,Study / Exam Success Playbook; Day-in-the-Life / Identity Vlog; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=D2WgxpWC6gY,4:10,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,531,Ask Doctor Ali - 100k subscribers Q&A,Q&A / Community Relationship,Creator Business Playbook; Study / Exam Success Playbook,https://www.youtube.com/watch?v=x40pERU0YaY,37:46,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,532,What's in my Bag - Junior Doctor Everyday Carry,Personal Operating System / Productivity Framework,Study / Exam Success Playbook; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=UF02YPoKfMY,5:01,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,533,Study with Me + Active Recall tips | Life as a Junior Doctor,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=YHJzSbLiQNs,7:26,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,534,Study with Me - Resuscitation Training | Life as a Junior Doctor,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=t_TkT07u7yU,5:59,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,535,iPad Pro 2018 Review - Should you buy it?,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=rEINNYczPtU,12:19,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,536,AFP Interview Preparation - The personal interview | Academic Foundation Programme,Study / Exam Success Playbook,Interview / Conversation,https://www.youtube.com/watch?v=Y5PulPlCHXw,9:09,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,537,My Favourite iPhone XS Apps,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=ii6V_-svh28,19:20,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,538,Study With Me - Scoping the Subject ft. Just Eat,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=ijOuQh_ZRcU,7:39,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,539,iPhone XS Max Review - Is it worth it?,Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=mk2nA76CUP0,12:20,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,540,My Study Method + Revision Tools - Cambridge junior doctor,Study / Exam Success Playbook,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=EfBczKGbGwA,13:55,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,541,The best iPad Screen Protector - PaperLike Review,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=wqpR9GdId0M,4:17,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,542,How to be a good junior doctor (ft. That Medic),Study / Exam Success Playbook,,https://www.youtube.com/watch?v=GMYlFu4GAsw,17:55,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,543,iPad vs Macbook for Students - Can a tablet replace your laptop?,Book Lessons / Reading Canon,Personal Operating System / Productivity Framework; Study / Exam Success Playbook; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=xIx2OQ6E6Mc,9:32,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,544,Boosted Board Mini S - First Look,Tool Review / Gear Recommendation,,https://www.youtube.com/watch?v=_9gYVZuOkts,2:42,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Tool Review / Gear Recommendation.
Ali Abdaal,545,Critical Appraisal for medical interviews - Preparing for AFP (Academic Foundation Programme),Study / Exam Success Playbook,Interview / Conversation,https://www.youtube.com/watch?v=aofW3iAjODY,10:09,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,546,BMAT Physics - Electricity + Formulae | BMAT Crash Course Online,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=LHaIPyTVelc,9:52,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,547,Is university worth it? The non-academic value of university,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=X-ToaRoxgMU,13:01,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,548,My Productivity Desk Setup,Evidence-Based Self-Improvement Essay,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=rApxWtDIRAM,6:07,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,549,Graduate Entry Medicine - A comprehensive guide + Q&A,Q&A / Community Relationship,Study / Exam Success Playbook,https://www.youtube.com/watch?v=vPckn7g-DX8,33:37,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,550,Study Tips for First Year Medical Students,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=uNQUJ6ezOJ0,33:23,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,551,My new podcast - Microphone setup + reflections,Personal Operating System / Productivity Framework,Tool Review / Gear Recommendation; Interview / Conversation,https://www.youtube.com/watch?v=r8I4eVoEiQQ,16:54,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Personal Operating System / Productivity Framework.
Ali Abdaal,552,The confidence to speak up in class - A podcast experiment,Evidence-Based Self-Improvement Essay,Study / Exam Success Playbook; Interview / Conversation; Personal Challenge / Experiment,https://www.youtube.com/watch?v=ONI0H61Fk_s,8:12,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Evidence-Based Self-Improvement Essay.
Ali Abdaal,553,Monthly Favourites #6 - Ali Abdaal,Day-in-the-Life / Identity Vlog,Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=XY0fQ0ZVlRs,15:03,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Day-in-the-Life / Identity Vlog.
Ali Abdaal,554,My Favourite Mac Apps - What's on my Macbook Pro,Book Lessons / Reading Canon,Personal Operating System / Productivity Framework; Tool Review / Gear Recommendation,https://www.youtube.com/watch?v=ukSniYSWIvU,7:35,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Book Lessons / Reading Canon.
Ali Abdaal,555,Clinical Emergency Scenarios - AFP Interview preparation | Academic Foundation Programme,Study / Exam Success Playbook,Interview / Conversation,https://www.youtube.com/watch?v=xeHYMuAMU7U,11:38,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,556,Answering personal questions - 50k subs Q&A,Q&A / Community Relationship,,https://www.youtube.com/watch?v=i4CbZXViVTA,13:56,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,557,Studying Medicine in Eastern Europe - A comprehensive guide,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=HoqjLxRBIMQ,31:53,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,558,My first evening shift - Junior Doctor Vlog #01,Study / Exam Success Playbook,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=ZD90JQjL5j0,18:11,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,559,University Freshers - 5 Top Tips,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=-m7DLiFH-CE,22:39,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,560,Academic Foundation Programme (AFP) - Why should you apply?,Study / Exam Success Playbook,Reflective Life Essay,https://www.youtube.com/watch?v=sLP4OwS7yoA,7:28,no_heygen_fit,3,No product/tutorial/update/use-case signal from HeyGen grammar. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,561,Reapplying to Medicine (UK) - A comprehensive guide,Study / Exam Success Playbook,,https://www.youtube.com/watch?v=LYypqnPLOaM,30:25,partial_heygen_fit,3,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Study / Exam Success Playbook.
Ali Abdaal,562,"James Arthur - ""Say You Won't Let Go"" | Acoustic cover ft. Matticus Vlogs",Performance / Music Archive,Day-in-the-Life / Identity Vlog,https://www.youtube.com/watch?v=1ZPiBcz3nSc,3:43,partial_heygen_fit,5,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Performance / Music Archive.
Ali Abdaal,563,Life Advice - 50k subs Q&A,Q&A / Community Relationship,Reflective Life Essay,https://www.youtube.com/watch?v=5FPuHYY7VPc,22:17,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Q&A / Community Relationship.
Ali Abdaal,564,A year on YouTube - Channel / life update,Life Update / Personal Milestone,Creator Business Playbook,https://www.youtube.com/watch?v=6ltK8OaFyy4,8:13,partial_heygen_fit,4,HeyGen grammar captures a surface signal but misses the real viewer job. Proposed primary: Life Update / Personal Milestone.
